vendor_id,shipto_id,charge_account_id
970590,3,10003.4610.99999.432305.99999.999999
291,4,10011.9999.99999.331250.99999.999999
119580,514,30490.4570.99999.421300.99999.999999
5366,2,10014.9999.99999.143008.99999.999999
8847,2,10194.6110.99999.430200.99999.999999
28036,516,30492.9999.99999.159500.99999.999999
11717,526,10250.9999.99999.141000.99999.999999
3533,526,10258.9999.99999.331261.99999.999999
44470,514,30439.9999.99999.210006.99999.999999
68778,517,10012.4570.99999.432100.99999.999999
26821,526,10229.9999.99999.331261.99999.999999
9486,526,10153.9999.99999.141000.99999.999999
3533,509,10198.9999.99999.141000.99999.999999
675,516,10012.9999.99999.143015.99999.999999
2003,517,10012.9999.99999.331001.99999.999999
19035,3,10150.9999.99999.331261.99999.999999
3686,516,30442.9999.99999.210006.99999.999999
2255,3,10174.9999.99999.141000.99999.999999
30437,3,10232.9999.99999.141000.99999.999999
2641,526,10012.4570.99999.451200.99999.999999
31194,514,10265.6110.99999.432700.99999.999999
7839,4,10008.9999.99999.143000.99999.999999
62394,526,10001.8050.99999.432500.99999.999999
3357,3,20030.6540.99999.435100.99999.999999
41593,526,10012.4760.99999.432700.99999.999999
2003,514,30490.4490.99999.430200.99999.999999
3940,526,10157.6120.89100.484200.99999.999999
147,1,10235.9999.99999.141000.99999.999999
4683,516,30439.6110.99999.451302.99999.999999
9804,4,10410.9999.99999.141000.99999.999999
3533,3,10251.9999.99999.141000.99999.999999
3533,3,10184.9999.99999.331261.99999.999999
47795,526,30432.6110.99999.430900.99999.999999
35196,3,10014.9999.99999.331250.99999.999999
730582,509,30440.9999.99999.210006.99999.999999
3470,5,10013.9999.99999.143016.99999.999999
3470,5,10013.9999.99999.331250.99999.999999
28098,2,10014.9999.99999.143008.99999.999999
359587,526,30031.9999.99999.211112.99999.999999
15082,506,10126.9999.99999.141000.99999.999999
3139,526,10235.9999.99999.331261.99999.999999
6371,526,10137.6110.99999.432000.99999.999999
506,516,10153.6110.99999.440400.99999.999999
3357,4,10001.6050.99999.482100.99999.999999
4223,3,10142.9999.99999.141000.99999.999999
9486,510,10148.9999.99999.141000.99999.999999
19657,5,10012.9999.99999.143004.99999.999999
3940,526,10156.6120.88100.484200.99999.999999
15410,510,30447.9999.99999.210006.99999.999999
5723,1,10194.6110.99999.431800.99999.999999
27353,3,10410.9999.99999.141000.99999.999999
3940,3,10001.6210.P2200.436000.99999.999999
3940,3,10001.6270.99999.435300.99999.999999
3306,3,10168.9999.99999.141000.99999.999999
29235,506,30452.9999.99999.210006.99999.999999
9699,510,30447.9999.99999.210006.99999.999999
30694,516,30492.4570.99999.432120.99999.999999
683581,526,30490.9999.99999.182000.99999.999999
996582,5,10012.4570.99999.421300.99999.999999
49388,514,30031.7030.99999.440600.99999.999999
29942,516,30031.9999.99999.211112.99999.999999
30082,514,30490.4490.99999.451200.99999.999999
34817,514,30031.9999.99999.211112.99999.999999
22677,3,10005.4570.99999.451200.99999.999999
31997,514,30031.9999.99999.211112.99999.999999
23820,4,10180.6110.99999.440100.99999.999999
34320,508,10156.6110.99999.410300.99999.999999
6940,518,10194.9999.99999.141000.99999.999999
24232,4,10190.6110.99999.440100.99999.999999
147,4,10407.9999.99999.141000.99999.999999
28988,516,30492.4340.99999.451200.99999.999999
33350,3,10171.6110.99999.451303.99999.999999
4262,3,10170.9999.99999.141000.99999.999999
23629,1,10015.9999.99999.143039.99999.999999
29088,517,30446.9999.99999.210006.99999.999999
26821,3,10231.9999.99999.331261.99999.999999
15281,526,10012.4520.99999.451210.99999.999999
27353,5,10256.9999.99999.141000.99999.999999
28022,512,30492.4450.99999.451200.99999.999999
26478,3,10166.9999.99999.331261.99999.999999
629,2,10011.9999.99999.143014.99999.999999
41593,526,10001.6210.P1800.435900.99999.999999
5244,3,10173.9999.99999.141000.99999.999999
5244,3,10196.9999.99999.141000.99999.999999
3485,3,10147.6110.99999.440300.99999.999999
11717,526,10170.9999.99999.331261.99999.999999
27353,2,10139.9999.99999.141000.99999.999999
7673,4,20495.4760.99999.414900.99999.999999
2219,526,10231.9999.99999.141000.99999.999999
27353,506,10260.9999.99999.141000.99999.999999
2929,3,10005.4570.99999.451200.99999.999999
964581,518,10001.7210.99999.432301.99999.999999
4336,3,10162.9999.99999.141000.99999.999999
28393,514,30433.6110.99999.432400.99999.999999
14611,517,10244.9999.99999.331261.99999.999999
906581,526,30441.9999.99999.210006.99999.999999
2392,4,10227.9999.99999.141000.99999.999999
44722,526,10171.6110.99999.451210.99999.999999
11717,526,10404.9999.99999.331261.99999.999999
28547,514,30433.9999.99999.210006.99999.999999
22334,3,10134.9999.99999.141000.99999.999999
5721,508,10157.6110.99999.431800.99999.999999
38769,3,10410.9999.99999.141000.99999.999999
15872,3,10007.9999.99999.144380.99999.999999
44957,3,10135.6110.99999.433200.99999.999999
33350,4,10251.6110.99999.451303.99999.999999
28766,514,30490.4490.99999.451200.99999.999999
33350,516,10150.6110.99999.451303.99999.999999
23627,516,10406.9999.99999.141000.99999.999999
4683,507,30452.6110.99999.430200.99999.999999
18049,508,10242.6110.99999.440300.99999.999999
27353,509,10138.9999.99999.141000.99999.999999
5562,2,10014.4570.99999.432700.99999.999999
26678,4,10406.6110.99999.451212.99999.999999
41466,526,10180.6110.99999.432000.99999.999999
476590,506,10014.9999.99999.143001.99999.999999
38818,517,10011.5030.99999.491600.99999.999999
2392,4,10247.9999.99999.141000.99999.999999
905581,5,10001.8050.99999.432500.99999.999999
6371,514,10154.6110.99999.432000.99999.999999
10139,3,10176.9999.99999.141000.99999.999999
4262,1,10166.9999.99999.141000.99999.999999
32069,514,30031.6210.99999.435100.99999.999999
25029,3,10005.5030.99999.491600.99999.999999
68940,517,10186.9999.99999.141000.99999.999999
4336,526,10271.9999.99999.141000.99999.999999
36639,3,10170.9999.99999.331261.99999.999999
11585,508,10143.9999.99999.141000.99999.999999
35196,515,30491.9999.99999.143008.99999.999999
3306,514,30437.9999.99999.331250.99999.999999
52328,526,10008.9999.99999.210303.99999.999999
47112,3,10152.9999.99999.141000.99999.999999
5125,2,10224.9999.99999.141000.99999.999999
256580,526,10005.4570.99999.451200.99999.999999
8935,514,30492.4570.99999.451200.99999.999999
68778,1,10015.4570.99999.432100.99999.999999
3357,516,10179.6120.38200.483900.99999.999999
13,514,10170.6110.99999.432000.99999.999999
2003,517,10250.6110.99999.432700.99999.999999
33454,508,10192.9999.99999.141000.99999.999999
3686,509,30446.9999.99999.210006.99999.999999
28583,514,30437.6110.99999.432000.99999.999999
3598,1,10160.9999.99999.141000.99999.999999
3436,526,10005.4570.99999.451200.99999.999999
28766,509,30490.4520.99999.451200.99999.999999
20487,2,10014.4520.99999.451200.99999.999999
28189,509,30437.9999.99999.210006.99999.999999
78593,514,30443.9999.99999.210006.99999.999999
5627,517,10144.9999.99999.141000.99999.999999
30531,526,30490.4570.99999.430900.99999.999999
68222,4,10265.6110.99999.451210.99999.999999
20688,516,10101.9999.99999.210303.99999.999999
3440,514,10015.4520.99999.451200.99999.999999
3543,508,10144.6120.23500.483900.99999.999999
3306,514,30434.9999.99999.331250.99999.999999
3357,517,10001.6540.99999.435100.99999.999999
24337,3,10001.6210.P6500.436500.99999.999999
24056,3,10012.9999.99999.331250.99999.999999
4262,509,10148.9999.99999.141000.99999.999999
4262,509,10148.9999.99999.331261.99999.999999
5539,516,10150.9999.99999.141000.99999.999999
5564,517,10142.9999.99999.141000.99999.999999
5871,3,10131.9999.99999.141000.99999.999999
5453,3,10005.4570.99999.432000.99999.999999
797583,526,10227.6110.99999.432000.99999.999999
11594,526,30491.9999.99999.331011.99999.999999
11491,506,10012.9999.99999.143039.99999.999999
397,4,10011.9999.99999.331250.99999.999999
14916,3,10407.6110.99999.410300.99999.999999
9943,4,10011.9999.99999.143014.99999.999999
26821,516,30490.9999.99999.331250.99999.999999
3533,3,10129.9999.99999.331261.99999.999999
58931,1,10142.6110.99999.440300.99999.999999
5632,3,10001.7030.99999.440600.99999.999999
4333,4,10255.9999.99999.141000.99999.999999
4333,4,10180.9999.99999.141000.99999.999999
5792,2,10264.9999.99999.141000.99999.999999
3440,3,10005.4620.99999.430400.99999.999999
5792,3,10158.9999.99999.141000.99999.999999
39446,2,10197.6110.99999.431800.99999.999999
61718,2,10014.9999.99999.143008.99999.999999
9867,3,10005.9999.99999.331250.99999.999999
68097,514,30490.4520.99999.451100.99999.999999
2584,3,10255.9999.99999.141000.99999.999999
22312,4,10153.9999.99999.141000.99999.999999
4890,4,10262.9999.99999.331261.99999.999999
2584,3,10143.9999.99999.141000.99999.999999
44957,526,10167.6110.99999.433200.99999.999999
14916,3,10404.6110.99999.410300.99999.999999
44957,526,10236.6110.99999.460200.99999.999999
5891,3,10145.6110.99999.432700.99999.999999
21462,1,10247.6110.99999.440300.99999.999999
111,3,10125.9999.99999.141000.99999.999999
3533,3,10158.9999.99999.141000.99999.999999
4884,3,10001.6210.P2600.435400.99999.999999
10321,3,10251.9999.99999.141000.99999.999999
2906,2,10014.9999.99999.143016.99999.999999
20815,507,10169.6110.99999.451700.99999.999999
31256,509,30440.9999.99999.210006.99999.999999
5627,4,10186.9999.99999.141000.99999.999999
33350,3,10232.6110.99999.451303.99999.999999
5865,3,10410.9999.99999.141000.99999.999999
23918,3,10235.9999.99999.141000.99999.999999
38708,1,10015.4760.99999.440400.99999.999999
67902,514,30438.9999.99999.331261.99999.999999
36619,508,30434.9999.99999.210006.99999.999999
27353,3,10242.9999.99999.141000.99999.999999
26821,3,10164.9999.99999.331261.99999.999999
18979,4,10258.9999.99999.141000.99999.999999
574,3,10258.9999.99999.141000.99999.999999
4262,3,10406.9999.99999.141000.99999.999999
14813,3,10050.4600.99999.430300.99999.999999
8608,3,20495.5030.99999.491000.99999.999999
1492,514,30031.6210.99999.435700.99999.999999
42295,5,10012.4570.99999.430200.99999.999999
2625,3,10157.9999.99999.141000.99999.999999
1009,2,10154.9999.99999.331261.99999.999999
3533,3,10190.9999.99999.331261.99999.999999
11252,526,30438.9999.99999.331261.99999.999999
5143,3,10180.9999.99999.331261.99999.999999
5143,3,10251.9999.99999.331261.99999.999999
27353,3,10228.9999.99999.141000.99999.999999
536581,3,10235.6110.99999.491500.99999.999999
5647,2,10131.6110.99999.440300.99999.999999
25029,3,10011.9999.99999.331250.99999.999999
47111,1,10148.9999.99999.331007.99999.999999
3940,3,20030.6540.99999.435300.99999.999999
1003,1,10264.6110.99999.432300.99999.999999
4118,4,10005.9999.99999.143002.99999.999999
4262,3,10135.9999.99999.141000.99999.999999
30117,514,30452.9999.99999.210006.99999.999999
72,3,10198.9999.99999.331261.99999.999999
5627,3,10192.9999.99999.141000.99999.999999
3533,3,10179.9999.99999.141000.99999.999999
37313,3,10101.9999.99999.210303.99999.999999
3732,5,10254.9999.99999.331261.99999.999999
30964,509,30490.4520.99999.451500.99999.999999
9943,3,10005.9999.99999.143014.99999.999999
19691,3,10186.6110.99999.431800.99999.999999
2003,4,10011.9999.99999.331250.99999.999999
47111,3,10251.9999.99999.331261.99999.999999
30989,514,30433.9999.99999.331261.99999.999999
5153,3,10001.8170.99999.432000.99999.999999
3357,3,10001.6210.P0700.435900.99999.999999
61300,3,10242.6110.99999.410300.99999.999999
34320,2,10178.6110.99999.491200.99999.999999
291,5,10012.4570.99999.432100.99999.999999
5143,3,10153.9999.99999.141000.99999.999999
172,3,10151.9999.99999.141000.99999.999999
2024,5,10012.9999.99999.143039.99999.999999
4969,3,10146.9999.99999.141000.99999.999999
22334,3,10174.9999.99999.331261.99999.999999
5632,3,10152.6110.99999.440400.99999.999999
627,3,10154.9999.99999.141000.99999.999999
26821,3,10137.9999.99999.141000.99999.999999
47111,1,10170.9999.99999.141000.99999.999999
738589,1,10185.9999.99999.141000.99999.999999
26821,3,10234.9999.99999.331261.99999.999999
15820,3,10001.6070.99999.437500.99999.999999
30241,526,30436.6120.35702.484200.99999.999999
147,4,10188.9999.99999.141000.99999.999999
359587,526,30450.9999.99999.210006.99999.999999
10321,3,10184.9999.99999.141000.99999.999999
32846,516,30031.9999.99999.211112.99999.999999
61731,3,10139.6640.13900.492000.99999.999999
4262,4,10241.9999.99999.141000.99999.999999
1190,5,10227.9999.99999.331261.99999.999999
2614,3,10189.9999.99999.331261.99999.999999
9464,5,10012.9999.99999.143008.99999.999999
9565,3,10172.9999.99999.331261.99999.999999
4336,4,10126.9999.99999.331261.99999.999999
56532,508,30031.9999.99999.211112.99999.999999
6043,509,30437.9999.99999.210006.99999.999999
5539,3,10150.9999.99999.141000.99999.999999
7646,3,10251.9999.99999.141000.99999.999999
893583,516,30492.9999.99999.182000.99999.999999
417591,4,10050.9999.99999.224300.99999.999999
1190,5,10188.9999.99999.141000.99999.999999
4032,3,10150.9999.99999.141000.99999.999999
2614,3,10171.9999.99999.141000.99999.999999
10532,3,10008.4490.99999.451200.99999.999999
3306,1,10135.9999.99999.141000.99999.999999
41251,1,10007.9999.99999.143000.99999.999999
2219,3,10176.9999.99999.331261.99999.999999
5141,3,10005.4570.99999.451200.99999.999999
4262,1,10262.9999.99999.141000.99999.999999
11252,514,30437.9999.99999.331261.99999.999999
3940,3,10131.6120.32700.483900.99999.999999
27353,3,10264.9999.99999.141000.99999.999999
56532,507,30443.9999.99999.210006.99999.999999
3543,3,10137.6120.19700.483900.99999.999999
201579,3,10227.9999.99999.141000.99999.999999
5891,3,10005.4570.99999.432100.99999.999999
35982,3,10150.9999.99999.331261.99999.999999
40838,526,30031.9999.99999.211112.99999.999999
5143,3,10126.9999.99999.141000.99999.999999
3357,4,10001.6210.P2000.437200.99999.999999
771,3,10154.9999.99999.141000.99999.999999
5814,4,10166.6110.99999.451210.99999.999999
21861,4,10171.9999.99999.141000.99999.999999
5891,3,10008.4570.99999.432120.99999.999999
31256,506,30432.9999.99999.210006.99999.999999
5891,3,10150.6110.99999.432700.99999.999999
5865,3,10410.9999.99999.321290.99999.999999
4032,3,10189.9999.99999.141000.99999.999999
738589,1,10192.9999.99999.141000.99999.999999
17602,4,10158.6110.99999.432000.99999.999999
5871,3,10229.9999.99999.331261.99999.999999
41593,3,10011.4570.99999.493600.99999.999999
5143,3,10250.9999.99999.331261.99999.999999
18916,3,10168.6110.99999.451210.99999.999999
847584,516,30492.9999.99999.182000.99999.999999
3357,4,10001.6210.P1400.435900.99999.999999
705581,516,30031.9999.99999.211112.99999.999999
463598,3,10012.9999.99999.331250.99999.999999
22789,2,10014.9999.99999.143003.99999.999999
23807,4,10008.4600.99999.451200.99999.999999
9486,4,10407.9999.99999.141000.99999.999999
26821,3,10129.9999.99999.331261.99999.999999
34320,4,10147.6110.99999.410300.99999.999999
6043,514,30441.9999.99999.210006.99999.999999
5627,4,10258.9999.99999.141000.99999.999999
11380,3,10006.5040.99999.451302.99999.999999
58373,3,10001.7030.99999.432000.99999.999999
3306,515,30452.9999.99999.210006.99999.999999
2702,3,10192.6110.99999.440200.99999.999999
3686,510,30446.9999.99999.210006.99999.999999
47111,3,10234.9999.99999.331261.99999.999999
33901,4,10160.9999.99999.141000.99999.999999
63084,5,10130.6110.99999.451100.99999.999999
30206,3,10241.6110.99999.491500.99999.999999
147,4,10177.9999.99999.331261.99999.999999
3139,3,10182.9999.99999.141000.99999.999999
15162,506,30491.9999.99999.143008.99999.999999
62671,4,10150.9999.99999.331261.99999.999999
3470,4,10013.9999.99999.331250.99999.999999
5499,508,10012.9999.99999.331000.99999.999999
15410,510,30447.9999.99999.331261.99999.999999
5151,4,10011.4570.99999.451200.99999.999999
5515,3,10171.6110.99999.440200.99999.999999
68941,3,10159.9999.99999.141000.99999.999999
28022,516,30490.4500.99999.451200.99999.999999
4262,4,10152.9999.99999.141000.99999.999999
4297,3,10251.9999.99999.141000.99999.999999
542588,3,10001.7030.99999.451700.99999.999999
5125,2,10141.9999.99999.141000.99999.999999
28586,516,30031.9999.99999.211122.99999.999999
771,4,10265.9999.99999.141000.99999.999999
1952,3,10256.9999.99999.141000.99999.999999
55512,5,10145.9999.99999.141000.99999.999999
9624,514,30448.9999.99999.331261.99999.999999
695583,514,30435.6110.99999.431800.99999.999999
30302,514,30031.9999.99999.211112.99999.999999
474590,506,30031.9999.99999.211112.99999.999999
38592,4,20495.9999.99999.331250.99999.999999
4358,3,10162.6110.99999.440200.99999.999999
28766,517,30490.4490.99999.451227.99999.999999
42905,4,10011.4570.99999.432700.99999.999999
5517,4,10158.6110.99999.432700.99999.999999
30327,514,30446.6110.99999.440100.99999.999999
14916,3,10161.6110.99999.410300.99999.999999
3686,514,30440.9999.99999.331001.99999.999999
1003,1,10013.9999.99999.182000.99999.999999
2003,517,30031.9999.99999.211112.99999.999999
11585,508,30031.9999.99999.211112.99999.999999
32733,512,30031.9999.99999.211122.99999.999999
1148,3,10194.6110.99999.440300.99999.999999
7043,3,10229.6110.99999.440100.99999.999999
33631,3,10014.4570.99999.460300.99999.999999
30366,509,30490.4570.99999.432709.99999.999999
10139,3,10185.9999.99999.141000.99999.999999
3820,3,10254.6110.99999.440200.99999.999999
31232,509,30490.4520.99999.451200.99999.999999
463593,516,30031.9999.99999.211112.99999.999999
318593,3,10014.4570.99999.432000.99999.999999
28071,514,30031.9999.99999.211112.99999.999999
3533,4,10001.9999.99999.331001.99999.999999
4262,3,10234.9999.99999.141000.99999.999999
11183,4,10129.6110.99999.451210.99999.999999
52437,514,30031.9999.99999.211112.99999.999999
1190,3,10174.9999.99999.141000.99999.999999
50,3,10003.4610.99999.430300.99999.999999
339,3,10255.9999.99999.331261.99999.999999
16029,3,10001.9999.99999.214200.99999.999999
3139,3,10157.9999.99999.331261.99999.999999
59839,506,30031.9999.99999.211112.99999.999999
627,4,10180.9999.99999.141000.99999.999999
38769,4,10189.9999.99999.141000.99999.999999
627,1,10123.9999.99999.141000.99999.999999
14916,3,10140.6110.99999.410300.99999.999999
6065,3,10020.9999.99999.228150.99999.999999
4969,4,10182.9999.99999.331261.99999.999999
4336,3,10050.9999.99999.331250.99999.999999
21085,1,10015.4520.99999.451200.99999.999999
5244,3,10410.9999.99999.331261.99999.999999
28189,509,30031.9999.99999.211112.99999.999999
11585,517,30446.9999.99999.331261.99999.999999
1983,1,10164.9999.99999.141000.99999.999999
9069,3,10235.9999.99999.141000.99999.999999
28048,516,30492.4570.99999.451100.99999.999999
474590,514,30430.9999.99999.159000.99999.999999
15082,3,10144.9999.99999.141000.99999.999999
5098,3,10143.9999.99999.141000.99999.999999
1190,2,10410.9999.99999.141000.99999.999999
14916,3,10139.6110.99999.410300.99999.999999
463593,516,30443.9999.99999.210006.99999.999999
1262,1,10007.4570.99999.440200.99999.999999
691582,1,10015.9999.99999.331000.99999.999999
1737,4,10011.4570.99999.451700.99999.999999
28265,516,30430.6150.39500.483900.99999.999999
72,1,10135.9999.99999.331261.99999.999999
5244,4,10174.9999.99999.331261.99999.999999
1904,3,10180.9999.99999.141000.99999.999999
1014581,3,10013.9999.99999.182000.99999.999999
494,4,10015.9999.99999.331000.99999.999999
4969,4,10188.9999.99999.141000.99999.999999
28883,514,30437.9999.99999.210006.99999.999999
29942,514,30446.9999.99999.210006.99999.999999
1190,5,10182.9999.99999.331261.99999.999999
31212,516,30031.9999.99999.211112.99999.999999
1003,1,10013.4570.99999.432300.99999.999999
30437,3,10148.9999.99999.141000.99999.999999
4262,3,10176.9999.99999.141000.99999.999999
76578,514,30431.9999.99999.210006.99999.999999
76578,514,30431.9999.99999.331261.99999.999999
27353,3,10151.9999.99999.141000.99999.999999
15410,512,30453.9999.99999.331261.99999.999999
5143,526,30443.9999.99999.331261.99999.999999
3139,3,10129.9999.99999.141000.99999.999999
28022,509,30490.4500.99999.451200.99999.999999
2625,1,10157.9999.99999.331261.99999.999999
673,3,10159.9999.99999.141000.99999.999999
3306,515,30450.9999.99999.331261.99999.999999
28860,514,30031.9999.99999.211122.99999.999999
3686,3,10197.9999.99999.141000.99999.999999
1818,2,10014.4520.99999.451200.99999.999999
11267,3,10001.6230.P9100.435300.99999.999999
2014,3,10005.4570.99999.451200.99999.999999
29454,514,30442.6120.30804.484200.99999.999999
4787,3,10258.9999.99999.331261.99999.999999
5699,4,10011.9999.99999.214302.99999.999999
11267,3,10007.4760.99999.432400.99999.999999
783581,3,10001.8050.99999.432500.99999.999999
397,3,10011.9999.99999.143006.99999.999999
27955,514,30031.9999.99999.211112.99999.999999
3686,514,30441.9999.99999.210006.99999.999999
30805,507,30442.6120.35402.432400.99999.999999
3306,514,30454.9999.99999.331261.99999.999999
29152,514,30031.9999.99999.211112.99999.999999
755582,4,10011.4570.99999.432700.99999.999999
29018,514,30031.9999.99999.211122.99999.999999
29919,509,30490.4490.99999.451251.99999.999999
9486,3,10137.9999.99999.141000.99999.999999
29018,517,30031.9999.99999.211122.99999.999999
627,3,10189.9999.99999.141000.99999.999999
14735,5,20495.9999.99999.228410.99999.999999
201579,4,10154.9999.99999.141000.99999.999999
27930,526,30435.6110.99999.432400.99999.999999
5244,4,10138.9999.99999.331001.99999.999999
43528,1,10005.9999.99999.143019.99999.999999
44202,3,10194.6110.99999.432000.99999.999999
3774,3,10154.9999.99999.141000.99999.999999
72,4,10256.9999.99999.331261.99999.999999
30459,514,30490.4570.99999.432120.99999.999999
3357,3,20030.6210.G4000.435900.99999.999999
5244,3,10173.9999.99999.331261.99999.999999
4297,3,10253.9999.99999.141000.99999.999999
27922,509,30439.9999.99999.210006.99999.999999
4262,4,10172.9999.99999.141000.99999.999999
40250,3,10227.9999.99999.141000.99999.999999
31166,514,30031.9999.99999.211112.99999.999999
31957,1,10005.4570.99999.432700.99999.999999
3543,5,10178.6120.82200.483900.99999.999999
5517,5,10013.4570.99999.432700.99999.999999
9950,3,10406.9999.99999.331261.99999.999999
474590,514,30447.9999.99999.210006.99999.999999
5244,4,10148.9999.99999.141000.99999.999999
3306,3,10169.9999.99999.141000.99999.999999
43948,3,20030.6210.G3600.435800.99999.999999
5244,4,10177.9999.99999.331001.99999.999999
43948,3,10001.6210.P1000.437200.99999.999999
56532,514,30443.9999.99999.331001.99999.999999
3940,3,10266.6120.89500.483900.99999.999999
11480,514,30031.9999.99999.211112.99999.999999
28071,516,30031.9999.99999.211112.99999.999999
156578,3,10192.9999.99999.141000.99999.999999
10139,1,10232.9999.99999.331261.99999.999999
39831,516,30031.9999.99999.211122.99999.999999
68878,526,30031.9999.99999.211116.99999.999999
31256,514,30031.9999.99999.211122.99999.999999
4333,3,10162.9999.99999.141000.99999.999999
191578,3,10011.9999.99999.331250.99999.999999
2611,2,10013.4570.99999.432120.99999.999999
5564,5,10192.9999.99999.141000.99999.999999
28071,509,30031.9999.99999.211112.99999.999999
30094,517,30492.4450.99999.432100.99999.999999
359587,526,30431.9999.99999.331261.99999.999999
37128,509,30490.4500.99999.451200.99999.999999
28022,509,30490.4490.99999.451233.99999.999999
26616,2,10015.5030.99999.432000.99999.999999
27922,507,30031.9999.99999.211112.99999.999999
30939,508,30031.9999.99999.211112.99999.999999
36583,4,10008.4490.99999.451200.99999.999999
193,3,10159.6110.99999.432700.99999.999999
31232,514,30031.9999.99999.211116.99999.999999
47906,510,30031.9999.99999.211112.99999.999999
28821,514,30492.4600.99999.451210.99999.999999
3686,3,10177.9999.99999.141000.99999.999999
32442,514,30031.9999.99999.211112.99999.999999
76578,514,30441.9999.99999.331261.99999.999999
27983,514,30031.9999.99999.211112.99999.999999
27983,514,30031.9999.99999.211122.99999.999999
62513,508,30031.9999.99999.211112.99999.999999
28005,514,30455.6110.99999.491200.99999.999999
765581,526,10186.6110.99999.432000.99999.999999
59839,516,30031.9999.99999.211112.99999.999999
30632,517,30031.9999.99999.211112.99999.999999
21422,514,30490.4490.99999.451227.99999.999999
11585,514,30031.9999.99999.211112.99999.999999
293583,514,30031.9999.99999.211112.99999.999999
32152,516,30031.9999.99999.211122.99999.999999
5244,514,30440.9999.99999.331261.99999.999999
3139,3,10174.9999.99999.331261.99999.999999
30653,514,30031.9999.99999.211112.99999.999999
36669,514,30031.9999.99999.211112.99999.999999
28022,514,30492.4570.99999.451200.99999.999999
28189,514,30440.9999.99999.210006.99999.999999
44789,3,10162.9999.99999.141000.99999.999999
28821,514,30031.9999.99999.211122.99999.999999
359587,514,30453.9999.99999.331261.99999.999999
3940,3,10161.6120.33800.483900.99999.999999
28710,517,30031.9999.99999.211122.99999.999999
65986,3,10125.9999.99999.331261.99999.999999
62513,514,30440.9999.99999.210006.99999.999999
765581,3,10234.6110.99999.432000.99999.999999
3003,3,10011.9999.99999.182000.99999.999999
192588,514,30447.9999.99999.210006.99999.999999
30842,514,30031.9999.99999.211112.99999.999999
30139,509,30031.9999.99999.211112.99999.999999
9193,3,10012.9999.99999.331250.99999.999999
28476,514,30492.4760.99999.490100.99999.999999
30437,3,10134.9999.99999.141000.99999.999999
30437,3,10143.9999.99999.141000.99999.999999
30390,514,30492.9999.99999.182000.99999.999999
28248,507,30031.9999.99999.211112.99999.999999
27948,514,30031.9999.99999.211112.99999.999999
28955,514,30031.9999.99999.211112.99999.999999
31057,514,30031.9999.99999.211122.99999.999999
15820,514,30031.9999.99999.211112.99999.999999
1003,514,30491.4760.99999.432300.99999.999999
19657,3,10015.9999.99999.143008.99999.999999
18916,3,10150.6110.99999.451210.99999.999999
1387,1,10015.4570.99999.432100.99999.999999
54573,512,30447.9999.99999.331261.99999.999999
29903,514,30031.9999.99999.211112.99999.999999
420600,514,30440.9999.99999.210006.99999.999999
491581,514,30031.9999.99999.211112.99999.999999
30242,514,30031.9999.99999.211122.99999.999999
28111,514,30031.9999.99999.211112.99999.999999
28663,514,30031.9999.99999.211112.99999.999999
30462,514,30031.9999.99999.211112.99999.999999
7659,514,30490.9999.99999.143000.99999.999999
155579,514,30031.9999.99999.211112.99999.999999
29278,514,30031.9999.99999.211125.99999.999999
30805,514,30452.6110.99999.451700.99999.999999
38461,514,30491.4760.99999.432400.99999.999999
1492,514,30031.6210.99999.435100.99999.999999
28988,514,30492.4570.99999.451200.99999.999999
15125,514,30436.9999.99999.210006.99999.999999
28071,514,30452.9999.99999.210006.99999.999999
31963,514,30031.9999.99999.211112.99999.999999
29659,514,30031.9999.99999.211122.99999.999999
474590,514,30452.9999.99999.210006.99999.999999
1174584,514,30031.9999.99999.211112.99999.999999
48131,514,30031.9999.99999.211112.99999.999999
29392,514,30031.9999.99999.211122.99999.999999
2724,514,30445.6110.99999.432700.99999.999999
28715,514,30031.9999.99999.211112.99999.999999
30989,514,30455.9999.99999.210006.99999.999999
30903,514,30492.4570.99999.451100.99999.999999
67902,514,30434.9999.99999.210006.99999.999999
3139,526,10160.9999.99999.141000.99999.999999
55730,509,10015.9999.99999.331250.99999.999999
354580,526,10232.6110.99999.491200.99999.999999
9486,514,10410.9999.99999.141000.99999.999999
3139,526,10157.9999.99999.141000.99999.999999
40962,515,20495.9999.99999.143000.99999.999999
27922,506,30450.9999.99999.210006.99999.999999
56532,508,30450.9999.99999.210006.99999.999999
9867,510,10011.9999.99999.143008.99999.999999
30280,516,30431.6110.99999.493600.99999.999999
38909,526,10160.9999.99999.141000.99999.999999
506,514,10178.6110.99999.440400.99999.999999
14659,526,20495.9999.99999.228410.99999.999999
9486,514,10184.9999.99999.141000.99999.999999
40962,516,30492.9999.99999.143000.99999.999999
5501,509,10252.9999.99999.331261.99999.999999
27985,516,30492.9999.99999.143039.99999.999999
4727,526,10011.9999.99999.143002.99999.999999
28071,516,30441.9999.99999.210006.99999.999999
22329,517,10197.9999.99999.331001.99999.999999
21703,509,10232.9999.99999.141000.99999.999999
14611,517,10176.9999.99999.141000.99999.999999
27944,514,30443.9999.99999.210006.99999.999999
8695,514,10014.4520.99999.451100.99999.999999
5244,509,10235.9999.99999.141000.99999.999999
4615,526,10005.9999.99999.143013.99999.999999
4615,517,10011.9999.99999.143013.99999.999999
